FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Sam,Byram,DEF,WHU,4200000,0,5,1,2.38095238095238E-07,1.19047619047619E-06,0,10662,1,7,0,0,0,0,0,1.2,54,-3,0,5,3,0,0,0,0,0,0,0,0,0.1,3380,0,0,0,0,246,7,0,0,41,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,14.5
Willy,Caballero,GLK,CHE,4800000,0,9,0.264705882352941,5.51470588235294E-08,1.875E-06,0,12909,0,3,0,6,0,0,0,1.9,286,-2,0,9,2,0.1,0,0.5,0,0,1,0,0,0.1,10664,0,0,0,0,180,29,0,0,43,Swansea,Liverpool,Huddersfield,Newcastle,,0,0.1,0.2,0.1,4.5
Yohan,Cabaye,MID,CRY,5300000,2,63,1.85294117647059,3.496115427303E-07,1.18867924528302E-05,0,34774,6,35,0,0,0,0,0,11.9,106,-2,0,63,2,0.5,0,2.7,3,0,5,0,4,0.2,19516,0,0,0,0,2042,261,0,0,365,Watford,Leicester,Stoke,West Brom,,1,1.3,1.1,1.6,139.8
Gary,Cahill,DEF,CHE,6200000,2,61,1.79411764705882,2.89373814041746E-07,9.83870967741936E-06,0,608529,1,24,0,0,0,0,0,9.8,1063,-3,0,61,3,0.2,0,1,2,0,7,0,0,3,86172,0,0,0,0,1812,231,0,1,381,Swansea,Liverpool,Huddersfield,Newcastle,,0,1,3.3,0.9,58.6
Dominic,Calvert-Lewin,FWD,EVE,5000000,0,87,2.8,5.6E-07,1.74E-05,0,1145112,4,28,0,0,0,4,0,17.4,12031,0,0,87,0,0.4,0,2,3,0,6,0,8,4.5,1294819,0,0,0,1,1840,4907,0,0,255,Newcastle,Huddersfield,Southampton,West Ham,,3.1,2,3.1,2,129.5
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,14,0,0,0,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,0
Geoff,Cameron,DEF,STK,4300000,1,33,1.6,3.72093023255814E-07,7.67441860465116E-06,0,42996,2,30,0,0,0,0,0,7.7,147,-2,0,33,2,0.1,0,0.3,0,0,2,0,0,0.3,31588,0,0,0,0,1522,92,0,0,220,Burnley,Liverpool,Crystal Palace,Swansea,,1.1,0.9,1.9,0.9,39
Tyrese,Campbell,FWD,STK,4500000,0,2,0.0588235294117647,1.30718954248366E-08,4.44444444444444E-07,0,14926,0,1,0,0,0,0,0,0.4,3186,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.5,37890,0,0,0,0,47,2669,0,0,5,Burnley,Liverpool,Crystal Palace,Swansea,,0,0,0,0,1.9
Emre,Can,MID,LIV,4900000,0,92,3.5,7.14285714285714E-07,1.87755102040816E-05,0,719612,8,29,0,0,0,3,0,18.8,13250,-1,0,92,1,0,0,0,10,0,8,0,6,4.3,550040,0,0,0,2,2089,45,0,0,499,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,120.6
Etienne,Capoue,MID,WAT,4800000,2,41,1.20588235294118,2.51225490196078E-07,8.54166666666667E-06,0,299773,3,26,0,0,0,1,0,8.5,254,-7,0,41,7,0.4,0,2,0,0,3,0,1,1.4,42472,0,0,0,0,1267,279,0,0,206,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.6,0.6,0.7,0.6,51.2
Michael,Carrick,MID,MUN,4200000,0,1,0.0294117647058824,7.00280112044818E-09,2.38095238095238E-07,0,117374,0,0,0,0,0,0,0,0.2,474,-3,0,1,3,0,0,0,0,0,0,0,0,0.8,89546,0,0,0,0,24,266,0,0,0,Arsenal,Brighton,West Ham,Watford,,0,0,0,0,5.1
Andre,Carrillo,MID,WAT,5400000,0,63,2.3,4.25925925925926E-07,1.16666666666667E-05,0,11734,2,31,0,0,0,1,0,11.7,60,-1,0,63,1,0.1,0,0.3,4,0,4,0,3,0.1,13227,0,0,0,0,1522,40,0,0,270,Crystal Palace,Tottenham,Newcastle,Man Utd,,1.8,1.2,2.1,1.2,85.8
Guido,Carrillo,FWD,SOU,6000000,0,15,0.441176470588235,7.35294117647059E-08,2.5E-06,0,13295,0,8,0,0,0,0,0,2.5,433,-5,1,15,5,0.1,0,0.3,0,0,1,0,1,0,15579,0,0,0,0,449,17,-1,0,40,Bournemouth,Everton,Swansea,Man City,,0,0.2,0.4,0.2,29.4
Andy,Carroll,FWD,WHU,5700000,8,33,2.5,4.3859649122807E-07,5.78947368421053E-06,0,103653,5,12,0,0,0,3,0,5.8,206,-3,0,33,3,0.5,0,2.7,6,0,3,0,1,0.3,106250,0,0,0,1,699,2850,0,1,98,Arsenal,Man City,Leicester,Man Utd,Everton,1.3,2.2,4.3,2.7,56.4
Tom,Carroll,MID,SWA,4300000,8,77,2.4,5.58139534883721E-07,1.7906976744186E-05,0,662485,3,31,0,0,0,0,0,17.9,4628,-2,0,77,2,0.9,0,3.7,6,0,7,0,4,4.2,586440,0,0,0,0,2257,6452,0,0,384,Man City,Chelsea,Bournemouth,Southampton,Stoke,1.2,1.9,3.7,2.1,119.8
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,2,4,0.117647058823529,2.67379679144385E-08,9.09090909090909E-07,0,1193,0,2,0,0,0,0,0,0.9,15,-1,0,4,1,0.2,0,1,0,0,0,0,0,0,455,0,0,0,0,135,65,0,0,24,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.1,0.1,0.1,0.1,3.2
Diego,Cavalieri,GLK,CRY,4000000,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,73,0,0,0,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,2585,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1088,0,0,0,0,0,28,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
Petr,Cech,GLK,ARS,5300000,1,115,3.6,6.79245283018868E-07,2.16981132075472E-05,0,277639,1,45,0,81,0,0,0,21.7,2273,-2,0,115,2,0.2,0,1,7,0,10,0,0,4.8,177439,0,0,1,1,2859,13836,0,0,576,West Ham,Man Utd,Burnley,Leicester,Huddersfield,5.3,2.4,6.6,2.6,65.4
,Cedric,DEF,SOU,4700000,7,72,2.6,5.53191489361702E-07,1.53191489361702E-05,0,718730,1,41,0,0,0,0,0,15.3,4433,-3,0,72,3,0.9,0,4.3,2,0,6,0,2,3.3,282757,0,0,0,1,2434,2667,0,0,421,Bournemouth,Everton,Swansea,Man City,,0,2.1,3.6,2.1,99
Nacer,Chadli,MID,WBA,5600000,0,13,0.382352941176471,6.82773109243697E-08,2.32142857142857E-06,0,39652,1,2,0,0,0,1,0,2.3,20,-4,0,13,4,0,0,0,3,0,1,0,0,0.2,9747,0,0,0,1,174,12,0,0,30,Liverpool,Newcastle,Tottenham,Crystal Palace,,0,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,2.4,5.71428571428571E-07,2.85714285714286E-06,0,206578,1,7,0,0,0,0,0,2.9,333,-3,0,12,3,0,0,0,0,0,3,0,0,0.8,130235,0,0,0,0,429,64,0,0,37,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,85,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0,0
,Chamberlain,MID,LIV,5600000,5,90,2.64705882352941,4.72689075630252E-07,1.60714285714286E-05,0,435974,3,26,0,0,0,3,0,16.1,3775,-4,0,90,4,0.4,0,2.3,5,0,5,0,6,3.1,402738,0,0,0,0,1694,12916,0,0,406,West Brom,Stoke,Chelsea,Brighton,,2,2.5,1.6,2.5,160.4
Calum,Chambers,DEF,ARS,4700000,1,15,0.454545454545455,9.67117988394584E-08,3.19148936170213E-06,0,27031,1,12,0,0,0,0,0,3.2,472,-3,0,15,3,0.6,0,2.7,0,0,1,0,0,0.4,16398,0,0,0,0,696,3027,0,0,117,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.2,0.2,0.4,0.2,34.5
,Chicharito,FWD,WHU,6700000,1,91,3.5,5.22388059701493E-07,1.35820895522388E-05,0,1938337,3,33,0,0,0,8,0,13.6,4772,-3,0,91,3,0.4,0,2.7,14,0,6,0,2,7.5,1265962,0,0,0,2,1483,4380,0,0,306,Arsenal,Man City,Leicester,Man Utd,Everton,2.3,3.7,7.1,4.4,109.5
Benjamin,Chilwell,DEF,LEI,4400000,8,65,2.8,6.36363636363636E-07,1.47727272727273E-05,0,111111,1,25,0,0,0,0,0,14.8,23614,-1,0,65,1,1.1,0,5,4,0,6,0,2,3.6,320564,0,0,0,1,1758,4745,0,1,353,Crystal Palace,West Ham,Arsenal,Tottenham,,0,3.5,6.7,2.4,74.3
Hamza,Choudhury,MID,LEI,4400000,3,5,0.147058823529412,3.34224598930481E-08,1.13636363636364E-06,0,403,0,3,0,0,0,0,0,1.1,33,-1,0,5,1,0.2,0,1,0,0,0,0,0,0,607,0,0,0,0,146,14,0,0,22,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0.1,0.2,0.1,3.6
Eric Maxim,Choupo-Moting,MID,STK,5300000,0,107,3.6,6.79245283018868E-07,2.0188679245283E-05,0,796187,3,45,0,0,0,5,0,20.2,5576,-2,0,107,2,0,0,0,9,0,5,0,5,2.1,847027,0,0,0,2,2241,36,0,0,341,Burnley,Liverpool,Crystal Palace,Swansea,,0,0,0,0,168.1
Andreas,Christensen,DEF,CHE,5300000,1,76,3,5.66037735849057E-07,1.43396226415094E-05,0,494756,0,19,0,0,0,0,0,14.3,14117,-2,0,76,2,0.1,0,0.5,4,0,8,0,0,2.1,583033,0,0,0,0,1887,1170,0,0,440,Swansea,Liverpool,Huddersfield,Newcastle,,0,2.4,7,2.2,55.2
Ciaran,Clark,DEF,NEW,4300000,0,64,3.2,7.44186046511628E-07,1.48837209302326E-05,0,273633,3,30,0,0,0,2,0,14.9,2243,-2,0,64,2,0,0,0,6,0,4,0,1,1.6,294273,0,0,0,1,1745,493,0,0,317,Everton,West Brom,Watford,Tottenham,Chelsea,2.1,3.5,6,3.6,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,18838,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4028,0,0,0,0,0,1,0,0,0,Bournemouth,Everton,Swansea,Man City,,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5E-07,1.16E-05,0,102783,1,33,0,0,0,1,0,11.6,141,0,0,58,0,0,1,0,3,0,6,0,2,0.4,102452,0,0,0,1,1900,9,0,1,300,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,92.1
Sam,Clucas,MID,SWA,4700000,0,69,2.8,5.95744680851064E-07,1.46808510638298E-05,0,48579,2,27,0,0,0,3,0,14.7,2526,-3,0,69,3,0.4,0,2,4,0,5,0,1,0.4,68101,0,0,0,1,1812,49,0,0,280,Man City,Chelsea,Bournemouth,Southampton,Stoke,0,2.4,4.8,2.7,68.7
Nathaniel,Clyne,DEF,LIV,5300000,0,6,0.176470588235294,3.32963374028857E-08,1.13207547169811E-06,0,28425,0,0,0,0,0,0,0,1.1,195,-2,0,6,2,0.4,0,2,0,0,1,0,0,0.2,2114,0,0,0,0,90,21,0,0,19,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0.1,1.9
Jack,Colback,MID,NEW,4200000,0,0,0,0,0,0,117599,0,0,0,0,0,0,0,0,416,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,113552,0,0,0,0,0,10,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,0
Joel,Coleman,GLK,HUD,3900000,0,0,0,0,0,0,98917,0,0,0,0,0,0,0,0,4992,-1,1,0,1,0,0,0,0,0,0,0,0,3.9,209216,0,0,0,0,0,1004,-1,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,2,24,0.705882352941177,1.10294117647059E-07,3.75E-06,0,28077,0,8,0,0,0,0,0,3.8,670,-1,0,24,1,0.5,0,3,0,0,2,0,1,0.6,34262,0,0,0,0,675,4408,0,0,123,Newcastle,Huddersfield,Southampton,West Ham,,0.4,0.4,0.4,0.4,24.6
James,Collins,DEF,WHU,4300000,0,35,1.06060606060606,2.46652572233968E-07,8.13953488372093E-06,0,34486,3,19,0,0,0,1,0,8.1,741,-2,0,35,2,0,0,0,3,0,3,0,0,0.2,31650,0,0,0,0,1047,5,0,0,198,Arsenal,Man City,Leicester,Man Utd,Everton,0,0.5,1.1,0.5,44.4
Francis,Coquelin,MID,ARS,4300000,0,7,1,2.32558139534884E-07,1.62790697674419E-06,0,41391,0,6,0,0,0,0,0,1.6,63,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,15797,0,0,0,0,164,1,0,0,35,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,4.8
Jack,Cork,MID,BUR,4500000,4,91,2.7,6E-07,2.02222222222222E-05,0,381891,7,31,0,0,0,2,0,20.2,7495,0,0,91,0,0.8,0,3.8,6,0,11,0,1,3.8,534909,0,0,0,1,3060,8759,0,0,483,Stoke,Brighton,Arsenal,Bournemouth,,2.1,2.4,1.7,2.5,107.2
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,66535,0,0,0,0,0,0,0,0,26,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2452,0,0,0,0,0,5,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5300000,4,119,3.7,6.9811320754717E-07,2.24528301886792E-05,0,882529,1,31,0,65,0,0,0,22.5,12498,-2,0,119,2,0.3,0,1.5,2,0,13,0,0,10.2,505894,0,0,0,0,2880,1361,0,0,562,Swansea,Liverpool,Huddersfield,Newcastle,,0,3.4,9.3,3,47.7
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.13186813186813E-07,1.13186813186813E-05,0,1730220,0,14,0,0,0,7,0,11.3,517,1,0,103,-1,0,0,0,15,0,5,0,7,3,1531117,0,0,0,4,1109,3,0,0,381,West Brom,Stoke,Chelsea,Brighton,,0,0,0,0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75E-07,5E-07,0,25192,0,7,0,0,0,0,0,0.5,119,0,0,2,0,0,0,0,0,0,0,0,0,0.2,24158,0,0,0,0,179,6,0,0,35,Everton,Man City,Chelsea,Arsenal,,0,0,0,0,4.7
Aaron,Cresswell,DEF,WHU,4900000,4,99,3.2,6.53061224489796E-07,2.02040816326531E-05,0,308279,6,51,0,0,0,0,0,20.2,3810,-1,1,99,1,0.8,0,4,10,0,8,0,7,2.2,429262,0,0,0,0,2622,13463,-1,0,523,Arsenal,Man City,Leicester,Man Utd,Everton,2.2,3.1,5.9,3.3,130.2
Peter,Crouch,FWD,STK,4800000,6,63,2.3,4.79166666666667E-07,1.3125E-05,0,390706,2,25,0,0,0,4,0,13.1,2449,-2,0,63,2,0.6,0,2.7,6,0,0,0,2,2.4,369371,0,0,0,0,1241,4748,0,0,189,Burnley,Liverpool,Crystal Palace,Swansea,,1.9,1.2,2.2,1.6,88.5
Josh,Cullen,MID,WHU,4500000,0,2,0.0606060606060606,1.34680134680135E-08,4.44444444444444E-07,0,471,0,0,0,0,0,0,0,0.4,13,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0,774,0,0,0,0,6,7,0,0,7,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0.8
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,1179,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,3094,0,0,0,0,0,732,0,0,0,Watford,Leicester,Stoke,West Brom,,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4700000,2,82,2.6,5.53191489361702E-07,1.74468085106383E-05,0,1149367,0,47,0,0,0,1,0,17.4,18654,-3,0,82,3,0.2,0,1,4,0,5,0,2,6.9,588516,0,0,0,0,2731,869,0,0,529,Southampton,Swansea,Burnley,,,0,2.4,2.5,2.1,113.7
,Danilo,DEF,MCI,5000000,0,73,2.21212121212121,4.42424242424242E-07,1.46E-05,0,437726,2,10,0,0,0,2,0,14.6,3140,-5,0,73,5,0.1,0,0.3,5,0,7,0,1,2.5,321961,0,0,0,1,1041,2728,0,0,298,Swansea,West Ham,Huddersfield,Brighton,Southampton,1.9,2,4.5,1.9,52.5
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826087E-07,6.95652173913044E-06,0,87968,4,26,0,0,0,1,0,7,75,-4,0,32,4,0,0,0,0,0,1,0,0,0.3,39468,0,0,0,0,1434,13,0,0,211,Watford,Leicester,Stoke,West Brom,,0,0,0,0,67
Karl,Darlow,GLK,NEW,4300000,0,33,1,2.32558139534884E-07,7.67441860465116E-06,0,31435,0,15,0,35,0,0,0,7.7,419,-2,0,33,2,0,0,0,2,0,2,0,0,0.3,25341,1,0,0,1,900,170,0,0,172,Everton,West Brom,Watford,Tottenham,Chelsea,0.5,0.5,1,0.6,25.9
Matteo,Darmian,DEF,MUN,4900000,6,16,0.470588235294118,9.60384153661465E-08,3.26530612244898E-06,0,33624,0,2,0,0,0,0,0,3.3,53,-6,0,16,6,0.3,0,1.5,0,0,2,0,0,0.2,7327,0,0,0,0,286,81,0,0,75,Arsenal,Brighton,West Ham,Watford,,0,0.2,0.4,0.2,8.2
,David Luiz,DEF,CHE,5700000,0,32,0.941176470588235,1.65118679050568E-07,5.6140350877193E-06,0,1194681,3,13,0,0,0,1,0,5.6,721,-3,0,32,3,0,0,0,0,0,3,0,2,8.1,326778,0,0,0,0,838,21,0,1,186,Swansea,Liverpool,Huddersfield,Newcastle,,0,0.5,1.1,0.5,29.6
,David Silva,MID,MCI,8200000,2,156,5.8,7.07317073170732E-07,1.90243902439024E-05,0,2447466,5,18,0,0,0,8,0,19,15346,2,0,156,-2,0.6,0,5,24,0,12,0,11,12.4,2712780,0,0,0,5,2251,80542,0,0,617,Swansea,West Ham,Huddersfield,Brighton,Southampton,7.5,6.5,15.7,6.9,268
Ben,Davies,DEF,TOT,5800000,2,131,4.9,8.44827586206897E-07,2.25862068965517E-05,0,1900256,3,20,0,0,0,2,0,22.6,86920,3,1,131,-3,0.3,0,1.5,14,0,10,0,7,20.5,2638100,0,0,0,4,2143,9982,-1,0,563,Watford,West Brom,Newcastle,Leicester,,0,7.1,10.8,5.8,144.4
Tom,Davies,MID,EVE,5100000,0,53,1.8,3.52941176470588E-07,1.03921568627451E-05,0,72169,6,20,0,0,0,1,0,10.4,288,-4,0,53,4,0.3,0,1.3,0,0,6,0,2,0.4,41595,0,0,0,0,1655,240,0,0,179,Newcastle,Huddersfield,Southampton,West Ham,,1.5,0.9,1.3,0.9,54
Steven,Davis,MID,SOU,4700000,1,71,2.08823529411765,4.44305381727159E-07,1.51063829787234E-05,0,454815,0,21,0,0,0,3,0,15.1,988,-3,0,71,3,0.1,0,0.3,6,0,4,0,2,1.4,482719,0,0,0,2,1515,45,0,0,337,Bournemouth,Everton,Swansea,Man City,,0,1.7,2.9,1,82.5
Craig,Dawson,DEF,WBA,4800000,6,70,2.9,6.04166666666667E-07,1.45833333333333E-05,0,331214,5,35,0,0,0,2,0,14.6,805,-2,0,70,2,0.6,0,3,3,0,6,0,0,1.5,122661,0,0,0,1,2150,606,0,0,375,Liverpool,Newcastle,Tottenham,Crystal Palace,,3.3,1.9,3.2,3.5,93.4
Kevin,De Bruyne,MID,MCI,10300000,1,190,5.8,5.63106796116505E-07,1.84466019417476E-05,0,2382249,2,21,0,0,0,7,0,18.4,28414,3,0,190,-3,0.2,0,2.3,25,0,16,0,17,22.7,2056112,0,0,0,5,2763,50293,0,0,810,Swansea,West Ham,Huddersfield,Brighton,Southampton,7.5,6.5,15.7,6.9,340.6
David,De Gea,GLK,MUN,5900000,9,161,4.7,7.96610169491525E-07,2.72881355932203E-05,0,1061694,0,26,0,108,0,0,0,27.3,55498,4,0,161,-4,0.7,0,4.3,10,0,17,0,0,43.4,1422449,0,0,0,0,3060,8638,0,0,706,Arsenal,Brighton,West Ham,Watford,,0,6.8,10.5,7,78.6
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9752,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,528,0,0,0,0,0,0,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,2,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,2,69,2.8,4.44444444444444E-07,1.0952380952381E-05,0,114036,1,29,0,0,0,5,0,11,3221,-2,0,69,2,0.3,1,2,7,0,5,0,2,1.1,124914,0,0,0,1,1632,6913,0,1,231,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.1,1.9,3.1,1.8,104.5
Jermain,Defoe,FWD,BOU,7600000,3,55,1.57142857142857,2.06766917293233E-07,7.23684210526316E-06,0,214265,1,21,0,0,0,4,0,7.2,841,-4,0,55,4,0.4,0,2.8,5,0,2,0,1,1.4,53770,0,0,0,1,1025,246,0,0,172,Southampton,Swansea,Burnley,,,0,1.1,1.1,0.9,81.8
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482E-07,1.14814814814815E-05,0,34445,6,17,0,0,0,1,0,11.5,64,-1,0,62,1,0,0,0,0,0,12,0,1,0.3,26906,0,0,0,0,1998,9,0,0,353,Stoke,Brighton,Arsenal,Bournemouth,,0,0,0,0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0294117647058824,7.00280112044818E-09,2.38095238095238E-07,0,24899,0,5,0,0,0,0,0,0.2,76,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,4699,0,0,0,0,95,52,0,0,19,Watford,Leicester,Stoke,West Brom,,0,0,0,0,4
Fabian,Delph,MID,MCI,4500000,1,45,1.36363636363636,3.03030303030303E-07,1E-05,0,121133,2,16,0,0,0,1,0,10,247,0,0,45,0,0.2,0,1,0,0,5,0,1,0.4,119411,0,0,0,0,1462,644,0,0,324,Swansea,West Ham,Huddersfield,Brighton,Southampton,0.8,0.7,1.8,0.7,56.3
Mousa,Dembele,MID,TOT,4900000,2,49,1.44117647058824,2.94117647058824E-07,1E-05,0,177215,6,22,0,0,0,0,0,10,2247,-1,0,49,1,0.3,0,1.5,3,0,6,0,0,1.7,104699,0,0,0,0,1813,589,0,0,335,Watford,West Brom,Newcastle,Leicester,,0,0.9,1.7,0.9,65.1
Laurent,Depoitre,FWD,HUD,5100000,1,82,2.8,5.49019607843137E-07,1.6078431372549E-05,0,661411,1,32,0,0,0,5,0,16.1,9293,-4,0,82,4,0.3,0,1.3,11,0,4,0,2,2.4,769754,0,0,0,1,1643,563,0,0,250,Everton,Man City,Chelsea,Arsenal,,0,3.3,3.4,3.2,84.6
Gerard,Deulofeu,MID,WAT,5500000,0,21,5.3,9.63636363636364E-07,3.81818181818182E-06,0,246971,0,2,0,0,0,1,0,3.8,1425,-5,0,21,5,0,0,0,3,0,2,0,1,0.4,267808,0,0,0,1,311,24,0,0,79,Crystal Palace,Tottenham,Newcastle,Man Utd,,0,0,0,0,27.4
Fousseni,Diabate,FWD,LEI,4900000,2,12,0.352941176470588,7.20288115246098E-08,2.44897959183673E-06,0,10360,1,6,0,0,0,0,0,2.4,632,-1,1,12,1,0.3,0,1.3,0,0,0,0,0,0.1,14683,0,0,0,0,374,137,-1,0,37,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0.2,0.4,0.2,13.6
Mohamed,Diame,MID,NEW,4600000,2,61,2.3,5E-07,1.32608695652174E-05,0,21240,1,22,0,0,0,2,0,13.3,383,-4,0,61,4,0.6,0,2.7,3,0,5,0,0,0.2,19073,0,0,0,0,1595,789,0,0,266,Everton,West Brom,Watford,Tottenham,Chelsea,1.7,2.3,2.5,1.8,63
Grady,Diangana,MID,WHU,4500000,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,50,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0,0,0,0,0
Brahim,Diaz,MID,MCI,4700000,0,3,0.0909090909090909,1.93423597678917E-08,6.38297872340426E-07,0,4289,0,1,0,0,0,0,0,0.6,23,-3,0,3,3,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,31,38,0,0,9,Swansea,West Ham,Huddersfield,Brighton,Southampton,0,0,0,0,4.5
Eric,Dier,MID,TOT,4700000,2,80,2.5,5.31914893617021E-07,1.70212765957447E-05,0,292563,4,26,0,0,0,0,0,17,5441,-3,0,80,3,0.5,0,2.5,2,0,14,0,2,2.5,204401,0,0,0,0,2642,965,0,0,451,Watford,West Brom,Newcastle,Leicester,,0,2.2,4.2,2.2,111.2
Mame Biram,Diouf,FWD,STK,5200000,2,89,2.9,5.57692307692308E-07,1.71153846153846E-05,0,615756,5,45,0,0,0,6,0,17.1,1725,-3,0,89,3,0.8,0,4,8,0,7,0,2,1.9,663026,0,0,0,0,2248,6539,0,0,314,Burnley,Liverpool,Crystal Palace,Swansea,,2.8,1.9,3.1,2.3,143.9
Abdoulaye,Doucoure,MID,WAT,5300000,2,125,3.8,7.16981132075472E-07,2.35849056603774E-05,0,1577816,9,59,0,0,0,7,0,23.6,23696,3,1,125,-3,0.2,0,1.3,16,0,8,0,3,12.8,2146837,0,0,0,1,2964,12550,-1,0,613,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.9,2.5,4.4,2.2,184.3
Aleksandar,Dragovic,DEF,LEI,4900000,6,27,0.794117647058823,1.62064825930372E-07,5.51020408163265E-06,0,17930,1,10,0,0,0,0,0,5.5,321,-1,0,27,1,0.3,0,1.5,0,0,4,0,0,0.1,21891,0,0,0,0,674,68,0,0,158,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0.6,0.9,0.4,19.6
Daniel,Drinkwater,MID,CHE,4700000,0,24,0.705882352941177,1.50187734668335E-07,5.1063829787234E-06,0,24363,0,7,0,0,0,1,0,5,167,-3,1,24,3,0,0,0,1,0,1,0,0,0.2,15691,0,0,0,1,520,44,-1,0,117,Swansea,Liverpool,Huddersfield,Newcastle,,0,0.4,0.8,0.4,25.7
