FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Sam,Byram,DEF,WHU,4300000,0,0,0,0,0,0,7930,0,0,0,0,0,0,0,0,206,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1305,0,0,0,0,0,28,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,3774,0,0,0,0,0,0,0,0,79,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,616,0,0,0,0,0,16,0,0,0,West Ham,Huddersfield,Southampton,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohan,Cabaye,MID,CRY,5400000,0,29,2.4,4.44444444444444E-07,5.37037037037037E-06,0,25748,3,16,0,0,0,0,0,5.4,1547,-1,0,29,1,0.5,0,2.5,3,0,1,0,2,0.3,13594,0,0,0,0,952,156,0,0,187,Bournemouth,Watford,Leicester,Swansea,Arsenal,2.3,1.5,1.4,2.1,2.4,1.3,1.6,2,1.2,1.5,2.4,1.7,1.9,2,1.5,1.4,1.8,1.7,1.9,1.6,2.2,1.4,2.3,72.2
Gary,Cahill,DEF,CHE,6200000,1,30,2,3.2258064516129E-07,4.83870967741936E-06,0,527032,0,9,0,0,0,0,0,4.8,7945,-3,0,30,3,0.6,0,3.8,1,0,4,0,0,3.4,56498,0,0,0,0,774,3328,0,1,166,West Ham,Huddersfield,Southampton,Everton,Brighton,1.7,1.6,1.5,1,1.8,1.5,1.1,1.4,1.8,1.4,2.1,1.8,1,1.2,2.8,1.6,1.6,2.1,1.6,2.2,1.5,1.6,1.4,26
,Callum Wilson,FWD,BOU,6000000,1,25,1.66666666666667,2.77777777777778E-07,4.16666666666667E-06,0,116352,0,2,0,0,0,3,0,4.1,60080,0,1,25,0,0.9,0,5.5,3,0,3,0,0,4.7,360047,0,0,0,1,371,11937,-1,0,79,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,1.1,0.8,1.2,1,1.5,1.6,1.1,1.2,1,0.8,1.6,0.9,1.4,0.9,1.1,1.4,1.2,1.5,0.8,1.3,1.1,1.1,0.9,36.4
Dominic,Calvert-Lewin,FWD,EVE,5200000,12,50,3.3,6.34615384615385E-07,9.61538461538462E-06,0,187242,1,17,0,0,0,2,0,9.8,11417,2,-1,50,-2,1,0,5,3,0,3,0,5,6.1,463172,0,0,0,1,1038,154955,1,0,139,Liverpool,Newcastle,Swansea,Chelsea,West Brom,2.1,2.6,3.6,2.8,2.7,2.6,4,2.1,4.3,4,1.6,4.5,3,2.3,4,3.3,3.4,3.9,2.5,4.2,2.2,3.6,2.5,80.1
Geoff,Cameron,DEF,STK,4300000,0,13,0.866666666666667,2.01550387596899E-07,3.02325581395349E-06,0,33989,0,12,0,0,0,0,0,3,472,-2,0,13,2,0,0,0,0,0,1,0,0,0.3,22603,0,0,0,0,563,62,0,0,93,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,0.4,16.2
Emre,Can,MID,LIV,4800000,8,36,3,6.25E-07,7.5E-06,0,415278,4,17,0,0,0,1,0,7.5,6009,-2,0,36,2,0.7,0,3.5,1,0,3,0,3,4.6,274606,0,0,0,0,905,14663,0,0,191,Everton,West Brom,Bournemouth,Arsenal,Swansea,4,3.3,2.4,1.5,3.5,3.1,2.1,1.9,2.9,2,2.8,2.2,3.7,3.4,1.5,2.2,2.1,2.4,3.3,2.1,2.8,2.1,2.8,48.5
Etienne,Capoue,MID,WAT,5000000,1,15,1,2E-07,3E-06,0,278318,1,5,0,0,0,1,0,3,3069,-5,0,15,5,0.1,0,0.3,0,0,0,0,1,1.5,38130,0,0,0,0,228,194,0,0,59,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,19.6
Michael,Carrick,MID,MUN,4300000,0,0,0,0,0,0,90953,0,0,0,0,0,0,0,0,1989,-2,0,0,2,0,0,0,0,0,0,0,0,1,70446,0,0,0,0,0,264,0,0,0,Man City,Bournemouth,West Brom,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Carrillo,MID,WAT,5500000,1,26,2,3.63636363636364E-07,4.72727272727273E-06,0,3042,0,17,0,0,0,0,0,4.7,131,0,0,26,0,0.3,0,1.8,0,0,1,0,2,0,3814,0,0,0,0,653,71,0,0,110,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,1.5,1.5,1.7,1.3,1.2,1.5,1,1.1,1.4,1.4,1,1.5,1.8,1.3,1.1,1,1.3,1.1,1.4,1.4,1.3,1.4,1,33.8
Andy,Carroll,FWD,WHU,5900000,0,8,1,1.69491525423729E-07,1.35593220338983E-06,0,44165,3,9,0,0,0,0,0,1.4,2474,-1,0,8,1,0.1,0,0.8,0,0,3,0,0,0.2,45577,0,0,0,0,539,151,0,1,1,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.5,0.6,0.5,0.7,0.5,0,1.2,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5,0.8,26.3
Tom,Carroll,MID,SWA,4400000,1,35,2.5,5.68181818181818E-07,7.95454545454546E-06,0,360242,1,14,0,0,0,0,0,7.8,19288,-1,1,35,1,0.3,0,1.5,2,0,5,0,1,4.7,308878,0,0,0,0,1143,4451,-1,0,181,West Brom,Man City,Everton,Crystal Palace,Liverpool,2.2,1.2,2.1,2.3,1.3,2.1,1.8,2,1.7,2.3,1.7,1.9,1.7,2.5,1.8,1.9,1.2,1.9,2.9,1.3,1.6,2.1,1.9,56.7
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,1,0,0,0,Stoke,Brighton,Man City,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,949,0,0,0,0,0,0,0,0.2,16,-1,0,1,1,0,0,0,0,0,0,0,0,0,179,0,0,0,0,19,3,0,0,4,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,24,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5400000,1,61,4.1,7.59259259259259E-07,1.12962962962963E-05,0,161144,0,19,0,34,0,0,0,11.3,6100,-1,0,61,1,1,0,5.3,4,0,7,0,0,5.3,88945,0,0,0,0,1350,7643,0,0,286,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,3.6,3.8,5.5,5.6,4,3.6,5.1,3.1,6.1,3.2,5.1,3.4,4.3,3.9,5.3,2.7,5.4,5.2,3.1,6.1,2.3,5.4,3.5,28.5
,Cedric,DEF,SOU,4800000,0,39,2.8,5.83333333333333E-07,8.125E-06,0,582406,0,16,0,0,0,0,0,8.1,47937,-2,0,39,2,0.3,0,1.3,0,0,4,0,0,4.5,231981,0,0,0,0,1248,145,0,0,219,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0,2.4,2.7,3.6,2.6,1.8,4,3.4,2.8,3.1,2.7,2.8,2.6,2.6,2.4,2.4,2.8,1.9,2.4,2,2.5,1.6,1.9,55.4
Nacer,Chadli,MID,WBA,5700000,0,12,0.8,1.40350877192982E-07,2.10526315789474E-06,0,37834,1,1,0,0,0,1,0,2.1,410,-3,0,12,3,0,0,0,3,0,1,0,0,0.2,9494,0,0,0,1,159,23,0,0,26,Swansea,Liverpool,Man Utd,Stoke,Everton,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.4
Nathaniel,Chalobah,MID,WAT,4300000,0,12,0.8,1.86046511627907E-07,2.7906976744186E-06,0,182397,1,7,0,0,0,0,0,2.8,2695,-2,0,12,2,0,0,0,0,0,3,0,0,0.9,125074,0,0,0,0,429,552,0,0,37,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.6
,Chamberlain,MID,LIV,5700000,1,31,2.06666666666667,3.62573099415205E-07,5.43859649122807E-06,0,213753,1,15,0,0,0,1,0,5.4,4318,-3,0,31,3,0.5,0,2.8,2,0,1,0,1,1.5,102481,0,0,0,0,675,1075,0,0,159,Everton,West Brom,Bournemouth,Arsenal,Swansea,2.4,1.9,1.3,1,2,1.8,1.1,1,1.6,1.1,1.5,1.2,2.1,2,1,1.2,1.1,1.3,1.9,1.1,1.6,1.1,1.5,58.9
Calum,Chambers,DEF,ARS,4700000,0,0,0,0,0,0,18583,0,0,0,0,0,0,0,0,194,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2365,0,0,0,0,0,271,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6700000,0,41,3.7,5.52238805970149E-07,6.11940298507463E-06,0,1694277,3,21,0,0,0,4,0,6,21620,-3,1,41,3,0,0,0,6,0,4,0,0,7.2,1021851,0,0,0,2,900,621,-1,0,125,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,4.5,4.1,4.8,3.3,0,7.6,2.9,4.5,5.1,3.3,3.8,2.6,3.2,4.1,4.6,4.2,2.6,5.2,2,3.9,3,5.3,57.8
Benjamin,Chilwell,DEF,LEI,4300000,6,19,1.26666666666667,2.94573643410853E-07,4.41860465116279E-06,0,19921,0,5,0,0,0,0,0,4.4,702,-2,0,19,2,0.5,0,2.3,0,0,2,0,0,0.4,18539,0,0,0,0,478,5674,0,0,92,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.6,0.6,1.9,0.9,0.9,0.6,1.3,0.6,0.8,0.6,0.7,0.6,0.8,0.8,0.6,1,0.7,0.9,0.6,0.8,1.5,1.2,0.6,15.1
Hamza,Choudhury,MID,LEI,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,34,0,0,0,0,0,0,0,0.2,23,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0,76,0,0,0,0,7,35,0,0,2,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5600000,2,60,4,7.14285714285714E-07,1.07142857142857E-05,0,394293,1,27,0,0,0,3,0,10.7,37651,1,1,60,-1,0.7,0,4,6,0,2,0,3,4.7,596117,0,0,0,1,1240,7800,-1,0,162,Tottenham,Burnley,West Ham,West Brom,Huddersfield,3.3,3.8,5.1,4.6,3.7,3.7,4.8,2.4,5.4,3.2,4.2,3.9,3.5,3.9,2.7,5.6,2.9,3.9,3.9,4.1,2.7,4.7,4.9,94
Andreas,Christensen,DEF,CHE,5500000,2,36,3.3,6E-07,6.54545454545455E-06,0,24985,0,7,0,0,0,0,0,6.5,7019,0,0,36,0,0.7,0,4,1,0,4,0,0,3.2,181962,0,0,0,0,784,37389,0,0,191,West Ham,Huddersfield,Southampton,Everton,Brighton,3.7,3.4,3.2,2.2,3.8,3.3,2.5,3.1,3.8,3.1,4.3,3.8,2.4,2.8,4.6,3.5,3.5,4.3,3.5,4.5,3.2,3.5,3.1,23.4
Ciaran,Clark,DEF,NEW,4500000,0,39,3.3,7.33333333333333E-07,8.66666666666667E-06,0,156679,2,19,0,0,0,2,0,8.7,3909,0,0,39,0,0.5,0,2.3,4,0,2,0,0,2.1,199409,0,0,0,1,1025,1868,0,0,194,Leicester,Everton,Arsenal,West Ham,Man City,3.4,3.4,2.2,3.3,2.7,4.2,3,3.2,2.4,3.7,3.9,3.8,2.8,2.6,3.5,3,4.8,2.4,4,1.9,4.2,4,3.4,46.5
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,17654,0,0,0,0,0,0,0,0,162,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3977,0,0,0,0,0,4,0,0,0,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,4,46,3.1,6.2E-07,9.2E-06,0,58728,1,24,0,0,0,1,0,9.2,3638,0,0,46,0,0.6,1,3,3,0,5,0,2,1.1,96239,0,0,0,1,1320,4135,0,0,229,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,3,2.9,3.3,2.7,2.5,2.9,2.2,2.2,2.8,2.9,1.9,3,3.5,2.6,2.3,2.1,2.7,2.3,2.9,2.8,2.6,2.8,1.9,66
Sam,Clucas,MID,SWA,4900000,2,23,2.3,4.69387755102041E-07,4.69387755102041E-06,0,4810,1,10,0,0,0,1,0,4.7,170,-1,0,23,1,0.2,0,1,0,0,2,0,0,0,5880,0,0,0,0,654,51,0,0,107,West Brom,Man City,Everton,Crystal Palace,Liverpool,1.9,1.2,1.8,2,1.2,1.8,1.6,1.8,1.5,2,1.5,1.7,1.5,2.2,1.6,1.6,1.2,1.6,2.5,1.2,1.4,1.9,1.6,21
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0,0,0,0,26549,0,0,0,0,0,0,0,0,180,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1135,0,0,0,0,0,28,0,0,0,Everton,West Brom,Bournemouth,Arsenal,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Colback,MID,NEW,4300000,0,0,0,0,0,0,75351,0,0,0,0,0,0,0,0,3609,-2,0,0,2,0,0,0,0,0,0,0,0,1.4,89569,0,0,0,0,0,1121,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,42163,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,1.5,18204,0,0,0,0,0,298,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,0,0,0,0,0,0,7834,0,0,0,0,0,0,0,0,126,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,756,0,0,0,0,0,36,0,0,0,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Collins,DEF,WHU,4300000,0,8,0.533333333333333,1.24031007751938E-07,1.86046511627907E-06,0,15808,0,3,0,0,0,0,0,1.9,205,-2,0,8,2,0,0,0,0,0,1,0,0,0.1,6632,0,0,0,0,237,22,0,0,44,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0.3,0.3,0.3,0.3,0,0.6,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.7
Francis,Coquelin,MID,ARS,4400000,0,5,0.333333333333333,7.57575757575757E-08,1.13636363636364E-06,0,32721,0,5,0,0,0,0,0,1.1,938,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0.6,14024,0,0,0,0,148,424,0,0,29,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jack,Cork,MID,BUR,4600000,2,43,2.9,6.30434782608696E-07,9.34782608695652E-06,0,191802,4,12,0,0,0,1,0,9.3,11338,1,0,43,-1,0.9,0,4.3,3,0,6,0,1,3.8,333120,0,0,0,0,1350,13631,0,0,234,Watford,Stoke,Brighton,Tottenham,Man Utd,1.9,2.5,2.1,2.4,1.4,2.2,2.2,2.3,2.5,2.5,1.6,3.1,2.4,3.6,2.4,2.2,2.3,2.5,2.7,2.2,2.4,1.7,2.9,59.3
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,64985,0,0,0,0,0,0,0,0,144,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2316,0,0,0,0,0,8,0,0,0,West Ham,Huddersfield,Southampton,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5500000,2,64,4.3,7.81818181818182E-07,1.16363636363636E-05,0,423220,0,12,0,34,0,0,0,11.6,21852,0,-1,64,0,0.8,0,4.3,2,0,7,0,0,14.4,300151,0,0,0,0,1350,28198,1,0,280,West Ham,Huddersfield,Southampton,Everton,Brighton,5.3,5,4.7,3.4,5.5,4.9,3.8,4.6,5.5,4.6,6.1,5.5,3.7,4.2,6,5.1,5.1,6.1,5.2,6.3,4.7,5.1,4.7,23.1
Philippe,Coutinho,MID,LIV,9000000,18,63,4.2,4.66666666666667E-07,7E-06,0,756519,0,10,0,0,0,4,0,7.2,8221,0,-2,63,0,0.9,0,8.3,10,0,2,0,5,10.5,971920,0,0,0,3,660,292831,2,0,236,Everton,West Brom,Bournemouth,Arsenal,Swansea,6.2,5.3,4.1,2.7,5.6,5.1,3.6,3.3,4.8,3.5,4.6,3.8,5.8,5.5,2.2,3.8,3.6,4,5.3,3.6,4.7,3.6,4.6,97
Martin,Cranie,DEF,HUD,4000000,0,2,0.133333333333333,3.33333333333333E-08,5E-07,0,12792,0,7,0,0,0,0,0,0.5,1618,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.4,19764,0,0,0,0,179,1360,0,0,35,Brighton,Chelsea,Watford,Southampton,Stoke,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Aaron,Cresswell,DEF,WHU,5000000,5,38,2.7,5.4E-07,7.6E-06,0,64824,0,25,0,0,0,0,0,7.6,2053,0,0,38,0,0.4,0,2,4,0,3,0,2,0.7,66561,0,0,0,0,1134,799,0,0,205,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,2.7,3.2,2,2.9,1.8,0,5.3,2,2.7,4.1,2.3,2.8,1.7,1.9,2.9,3,2.8,2.1,2.9,1.4,2.1,1.5,2.6,50.3
Peter,Crouch,FWD,STK,4800000,5,31,2.8,5.83333333333333E-07,6.45833333333333E-06,0,155036,1,8,0,0,0,3,0,6.5,9534,-2,0,31,2,0.5,0,2.3,4,0,0,0,1,2.7,165219,0,0,0,0,373,25608,0,0,118,Tottenham,Burnley,West Ham,West Brom,Huddersfield,2,2.2,3.3,3.1,2.1,1.9,3,1.6,3.4,2.2,2.5,2.8,2.3,2.5,2.3,3.4,1.5,2.4,2.4,2.4,2,3.3,2.4,43.3
Charlie,Daniels,DEF,BOU,5000000,2,54,3.6,7.2E-07,1.08E-05,0,587327,0,17,0,0,0,1,0,10.8,28654,0,0,54,0,0.9,0,4.3,4,0,4,0,1,13.2,407020,0,0,0,0,1350,24961,0,0,277,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,4.4,2.5,4.2,3,5,3.7,4,4.4,3.9,3.8,4,3.7,4.1,2.9,4.2,4.5,4.6,5.2,3.2,4.1,3.8,3.5,3.7,57.8
,Danilo,DEF,MCI,5000000,1,25,1.66666666666667,3.33333333333333E-07,5E-06,0,303640,1,2,0,0,0,0,0,4.9,2985,-5,1,25,5,0.1,0,0.3,0,0,3,0,1,1.8,151698,0,0,0,0,379,847,-1,0,111,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.8,1.1,1.2,1,1,2.1,1.1,1,1.2,1.4,1.2,1,0.8,1,1.1,1.4,0.8,1.2,1.1,1,1.3,1.7,1.2,20.1
Scott,Dann,DEF,CRY,4700000,0,13,1.2,2.5531914893617E-07,2.76595744680851E-06,0,61113,3,20,0,0,0,0,0,2.8,2604,-3,0,13,3,0.1,0,0.3,0,0,0,0,0,0.4,22907,0,0,0,0,990,272,0,0,131,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.7,0.7,0.6,0.6,0.9,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.8,0.8,0.6,0.6,0.8,0.6,0.9,0.8,0.7,0.6,0.9,45
Karl,Darlow,GLK,NEW,4400000,3,4,0.266666666666667,6.06060606060606E-08,9.09090909090909E-07,0,12581,0,5,0,8,0,0,0,0.9,172,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.2,1703,0,0,0,0,180,781,0,0,34,Leicester,Everton,Arsenal,West Ham,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.9
Matteo,Darmian,DEF,MUN,5000000,1,9,0.6,1.2E-07,1.8E-06,0,30399,0,2,0,0,0,0,0,1.8,298,-5,1,9,5,0.1,0,0.3,0,0,1,0,0,0.2,5909,0,0,0,0,195,156,-1,0,46,Man City,Bournemouth,West Brom,Leicester,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.8
,David Luiz,DEF,CHE,5800000,0,29,1.93333333333333,3.33333333333333E-07,5E-06,0,1101798,2,9,0,0,0,1,0,5,30106,-2,0,29,2,0,0,0,0,0,3,0,1,9.3,320131,0,0,0,0,716,97,0,1,165,West Ham,Huddersfield,Southampton,Everton,Brighton,0,0,0,0,0,1.4,1,1.3,1.7,1.3,2,1.7,1,1.2,2.7,1.5,1.5,2,1.6,2.1,1.4,1.5,1.3,26.3
,David Silva,MID,MCI,8100000,9,78,5.2,6.41975308641975E-07,9.62962962962963E-06,0,1223780,2,10,0,0,0,2,0,9.5,125829,1,1,78,-1,0.5,0,4.3,10,0,7,0,8,14.5,1634098,0,0,0,2,1246,18420,-1,0,314,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,3.9,7.1,5.5,6.4,6.2,5.8,4.6,4.3,6.6,6.4,5.9,6.2,4.6,5.1,5.7,5.6,6.3,5.7,5.3,6.8,6,7.4,6.1,147.9
Ben,Davies,DEF,TOT,5600000,2,57,3.8,6.78571428571429E-07,1.01785714285714E-05,0,1077518,1,9,0,0,0,2,0,10.2,49972,1,0,57,-1,0.2,0,1.3,6,0,3,0,3,15.3,1455345,0,0,0,3,890,23450,0,0,235,Stoke,Brighton,Man City,Burnley,Southampton,4.4,5,3.1,3.9,4.3,0,9.1,4.1,4,4.6,3.3,4.8,4.5,5.6,3.5,4.5,4,3.8,3.3,4.3,4.3,4,4.1,76.4
Tom,Davies,MID,EVE,5200000,2,23,1.6,3.07692307692308E-07,4.42307692307692E-06,0,58776,6,12,0,0,0,0,0,4.4,939,-3,0,23,3,0.2,0,1,0,0,3,0,2,0.4,30634,0,0,0,0,727,318,0,0,85,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.8,0.8,1.4,0.9,0.8,0.8,1.1,0.8,1.3,1.2,0.8,1.4,0.8,0.8,1.1,0.8,0.8,1,1,1.4,0.8,1.1,0.8,22.4
Steven,Davis,MID,SOU,5100000,2,55,3.9,7.64705882352941E-07,1.07843137254902E-05,0,267688,0,13,0,0,0,3,0,10.8,21947,1,0,55,-1,0.5,0,2.8,6,0,4,0,1,4.2,447973,0,0,0,2,1128,5906,0,0,272,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,4.5,4.1,3.7,5.1,3.3,2.4,4.4,4.1,3.7,3.7,3.8,3.5,3.8,3.8,4,4.8,3.9,2.9,3.3,3.5,4.3,4.1,2.5,68.6
Craig,Dawson,DEF,WBA,4800000,0,27,1.8,3.75E-07,5.625E-06,0,292554,1,10,0,0,0,0,0,5.6,3975,-2,0,27,2,0,0,0,1,0,3,0,0,1.2,81152,0,0,0,0,810,14,0,0,144,Swansea,Liverpool,Man Utd,Stoke,Everton,0,0,0,1.1,1.3,1.7,1.2,1.7,0.9,0.9,1.4,1.2,2.1,1.6,1.3,1,1.5,1.2,0.9,1.6,1,1.6,2.1,25.3
Kevin,De Bruyne,MID,MCI,10200000,4,91,6.1,5.98039215686274E-07,8.92156862745098E-06,0,1233173,1,10,0,0,0,4,0,8.9,64564,2,0,91,-2,0.7,0,6.8,11,0,7,0,8,21.8,925497,0,0,0,1,1287,36854,0,0,391,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,5.1,8.3,7,8,7.7,7.3,5.9,5.6,8.2,8,7.3,7.7,5.9,6.5,7.2,7,7.5,7.2,6.7,7.9,7.5,9,7.6,163.1
David,de Gea,GLK,MUN,5800000,8,83,5.5,9.48275862068966E-07,1.43103448275862E-05,0,478136,0,9,0,54,0,0,0,14.3,23616,3,0,83,-3,0.8,0,4.5,7,0,9,0,0,41.9,782931,0,0,0,0,1350,39903,0,0,340,Man City,Bournemouth,West Brom,Leicester,Burnley,6.4,7.5,5.7,4.5,7.9,7.7,3.6,7.8,5.7,5.6,8.2,5.1,7.5,5.6,8.1,5.4,7.2,4.6,8.2,5.1,8.2,5.9,7.5,36.2
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9456,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,1,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
