FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bojan,MID,STK,5500000,0,30,1.08504436951579E-26,1.97280794457416E-33,5.45454545454545E-06,0,0,1,12,0,0,0,3,0,0,0,0,0,30,0,0,1,0,4,0,0,0,0,0.1,0,0,0,0,0,475,0,0,0,93,Everton,Arsenal,West Brom,Man Utd,Newcastle,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1
Yannick,Bolasie,MID,EVE,6500000,0,45,1.01722909642105E-23,1.56496784064777E-30,6.92307692307692E-06,0,0,3,14,0,0,0,1,0,0,0,0,0,45,0,0,0,0,3,0,3,0,4,0.1,0,0,0,0,0,1048,0,0,0,172,Stoke,Man City,Chelsea,Tottenham,Man Utd,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8
Gaetan,Bong,DEF,BHA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4500000,0,120,3.15789473684211,7.01754385964912E-07,2.66666666666667E-05,0,0,2,63,0,115,0,0,0,0,0,0,0,120,0,0,0,0,7,0,9,0,0,5.4,0,0,0,2,0,3150,0,0,0,657,West Brom,Watford,Man City,Arsenal,Brighton,2.8,3.1,3.5,3.4,4.5,3.9,2.7,2.6,3.5,3.4,3.9,4.5,3.2,3.7,4.1,3.5,2.5,3,2.8,4.2,4.5,3.9,4,3.6,2.8,4.1,3.9,4.5,2.1,3.2,3.5,2.5,4.1,2.4,3.1,3.5,3.8,3.1,82.4
Sofiane,Boufal,MID,SOU,6000000,0,40,2.89345165204211E-27,4.82241942007017E-34,6.66666666666667E-06,0,0,5,22,0,0,0,1,0,0,0,0,0,40,0,0,0,0,1,0,3,0,1,0.2,0,0,0,0,0,1104,0,0,0,160,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6
,Brad Smith,DEF,BOU,4000000,0,4,2.8934516520421E-28,7.23362913010526E-35,1E-06,0,0,1,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,269,0,0,0,35,West Brom,Watford,Man City,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
Robbie,Brady,MID,BUR,5500000,0,39,2.82111536074105E-27,5.12930065589283E-34,7.09090909090909E-06,0,0,1,11,0,0,0,1,0,0,0,0,0,39,0,0,0,0,4,0,1,0,3,0.4,0,0,0,0,0,719,0,0,0,143,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6
Claudio,Bravo,GLK,MCI,5000000,0,73,1.92105263157895,3.84210526315789E-07,1.46E-05,0,0,0,26,0,33,0,0,0,0,0,0,0,73,0,0,0,0,3,0,6,0,0,0.9,0,0,0,1,0,1968,0,0,0,366,Brighton,Everton,Bournemouth,Liverpool,Watford,2.4,2.5,1,1.3,1.1,2.1,1.3,2,1.8,1.3,2,1,2.4,2,2.1,1.1,1.5,1.5,1,2.4,1.7,1.4,1,2.7,1.6,1.4,1.2,1.6,1.6,1.7,2.7,2.2,1.4,1.2,1.9,1.7,2.7,1.7,28.9
Miguel,Britos,DEF,WAT,4500000,0,71,1.86842105263158,4.15204678362573E-07,1.57777777777778E-05,0,0,6,36,0,0,0,1,0,0,0,0,0,71,0,0,0,0,8,0,6,0,2,0.5,0,0,0,0,0,2280,0,0,2,413,Liverpool,Bournemouth,Brighton,Southampton,Man City,1.3,0.9,2.7,1.6,1.6,1.4,1.2,1.9,1.2,2,2.1,2,2.3,1.4,1.4,1.4,1.6,2.7,2.3,1.2,1.8,1.2,2,0.9,1.6,1.6,1.6,2.4,1.6,1.5,1,1,1.7,2.3,2,1.1,2.7,1.1,90.9
Leon,Britton,MID,SWA,4500000,0,32,2.31476132163368E-27,5.14391404807485E-34,7.11111111111111E-06,0,0,3,24,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,5,0,0,0.2,0,0,0,0,0,1163,0,0,0,200,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2
Isaiah,Brown,MID,BHA,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,MID,WBA,5500000,0,99,2.60526315789474,4.73684210526316E-07,1.8E-05,0,0,5,37,0,0,0,3,0,0,0,0,0,99,0,0,0,0,11,0,4,0,4,0.1,0,0,0,0,0,2477,0,0,0,462,Bournemouth,Burnley,Stoke,Brighton,West Ham,0,2.1,2.5,3.2,1.8,1.3,2.8,2,1.8,1.9,3.2,2.1,1.3,3.7,2.3,1.9,1.4,2,2,2.3,1.7,1.4,3.7,1.8,1.4,2.3,1.6,3.7,2.3,2.5,2,2.6,2.4,1.5,1.9,3.2,1.7,1.8,153.1
Harry,Bunn,MID,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,5000000,0,20,1.44672582602105E-27,2.89345165204211E-34,4E-06,0,0,0,8,0,17,0,0,0,0,0,0,0,20,0,0,0,0,2,0,2,0,0,2.2,0,0,0,0,0,450,0,0,0,104,Everton,Arsenal,West Brom,Man Utd,Newcastle,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2
Sam,Byram,DEF,WHU,4500000,0,29,2.09775244773053E-27,4.66167210606784E-34,6.44444444444444E-06,0,0,5,27,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2,0,3,0,1,0.3,0,0,0,0,0,1249,0,0,1,198,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4
Willy,Caballero,GLK,CHE,5000000,0,64,4.62952264326737E-27,9.25904528653474E-34,1.28E-05,0,0,0,13,0,31,0,0,0,0,0,0,0,64,0,0,0,0,1,0,6,0,0,0.2,0,0,0,1,0,1452,0,0,0,295,Burnley,Tottenham,Everton,Leicester,Arsenal,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8
Yohan,Cabaye,MID,CRY,5500000,0,91,2.39473684210526,4.35406698564593E-07,1.65454545454545E-05,0,0,7,41,0,0,0,4,0,0,0,0,0,91,0,0,1,0,6,0,7,0,4,0.6,0,0,0,0,0,2125,0,0,0,411,Huddersfield,Liverpool,Swansea,Burnley,Southampton,0,1.2,2.1,1.9,2,1.2,1.3,1.8,3,1.6,1.2,2,2.2,3,1.6,2.2,2.5,1.7,1.6,1.4,1.6,1.6,2.3,1.2,1.2,3.4,1.6,1.5,1.8,1.4,3,1.6,1.8,3.4,2,2.2,1.7,2,146.8
Gary,Cahill,DEF,CHE,6500000,0,178,4.68421052631579,7.20647773279352E-07,2.73846153846154E-05,0,0,5,29,0,0,0,6,0,0,0,0,0,178,0,0,0,0,15,0,17,0,0,15.9,0,1,0,0,0,3296,0,0,0,778,Burnley,Tottenham,Everton,Leicester,Arsenal,6.4,4.8,6.6,4,6.6,5.8,6,5.8,5.6,3.4,5.6,5.1,4.4,6.5,6.6,5.8,5.8,6.6,5.8,6.6,6.6,5.8,5,5.8,4.3,4.7,6,4.6,5.1,6.6,5.5,5.7,6.6,5.8,6.6,5.7,5.3,5.8,133.3
,Callum Wilson,FWD,BOU,6000000,0,63,1.42412073498947E-23,2.37353455831579E-30,1.05E-05,0,0,0,25,0,0,0,6,0,0,0,0,0,63,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,1361,0,0,0,170,West Brom,Watford,Man City,Arsenal,Brighton,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2
Dominic,Calvert-Lewin,FWD,EVE,5000000,0,17,0.447368421052632,8.94736842105263E-08,3.4E-06,0,0,1,7,0,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0.4,0,0,0,0,0,347,0,0,0,46,Stoke,Man City,Chelsea,Tottenham,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0.2,14.1
Geoff,Cameron,DEF,STK,4500000,0,58,1.52631578947368,3.39181286549708E-07,1.28888888888889E-05,0,0,1,25,0,0,0,0,0,0,0,0,0,58,0,0,0,0,5,0,6,0,1,0.4,0,0,0,0,0,1629,0,0,0,340,Everton,Arsenal,West Brom,Man Utd,Newcastle,1.5,1.4,0.9,1,1.9,1.1,1.4,0.9,0.8,0.8,0.8,1.9,1.2,0.9,1.3,0.8,1,1.5,1.1,1.9,0.9,2.2,0.8,2.2,1,0.8,2.2,0.8,1.2,1.1,1.8,1.1,1,1.2,1.3,0.8,1.5,1,69.6
Emre,Can,MID,LIV,5000000,0,104,2.73684210526316,5.47368421052632E-07,2.08E-05,0,0,6,28,0,0,0,5,0,0,0,0,0,104,0,0,0,0,12,0,9,0,2,7,0,0,0,0,0,2371,0,0,0,436,Watford,Crystal Palace,Arsenal,Man City,Burnley,2.4,2.5,1.8,1.5,2.8,2.1,3.4,2.2,1.4,3.9,1.5,2.5,2.3,2.1,3.4,2.5,2.5,2.2,1.4,2.5,2.7,2.3,2,2,3.4,1.8,2,2,3.9,1.7,3,1.9,1.9,2.7,2,2.7,1.8,3.9,155.3
Etienne,Capoue,MID,WAT,5500000,0,131,3.44736842105263,6.26794258373206E-07,2.38181818181818E-05,0,0,5,60,0,0,0,7,0,0,0,0,0,131,0,0,0,0,14,0,7,0,2,8,0,0,0,0,0,3204,0,0,0,544,Liverpool,Bournemouth,Brighton,Southampton,Man City,3,3.2,4.9,2.8,2.9,2.9,2.8,2.6,2.6,3.8,2.8,2.9,4.3,3.1,2.7,3.3,2.8,4.9,4.3,3.7,3.6,2.3,3.5,3,3.1,3.3,2.2,3.5,3.5,2,2.3,3.8,4,4.3,3.5,2.1,4.9,2.5,178.7
Michael,Carrick,MID,MUN,4500000,0,42,3.03812423464421E-27,6.75138718809825E-34,9.33333333333333E-06,0,0,2,14,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,5,0,0,1.3,0,0,0,0,0,1601,0,0,0,297,West Ham,Swansea,Leicester,Stoke,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5
Andy,Carroll,FWD,WHU,6000000,0,69,1.81578947368421,3.02631578947368E-07,1.15E-05,0,0,3,27,0,0,0,7,0,0,0,0,0,69,0,0,0,0,6,0,3,0,2,0.1,0,0,0,0,0,1312,0,0,0,256,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0,0,0,0,0,1.5,1.7,1.3,2.6,1.2,1.3,1.3,1.4,0.9,1.3,1.1,1.3,1.3,2.6,1.1,1.1,1.7,2.3,1.5,1.5,2.3,1.6,1,1.3,1.7,1.3,1.5,0.9,1.7,0.9,1.6,1.1,1.1,119.2
Tom,Carroll,MID,SWA,4500000,0,52,1.36842105263158,3.04093567251462E-07,1.15555555555556E-05,0,0,1,18,0,0,0,1,0,0,0,0,0,52,0,0,0,0,4,0,5,0,2,6.9,0,0,0,0,0,1389,0,0,0,243,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0.7,0.7,0.7,1.9,0.7,1,0.7,1.9,0.9,0.7,1.9,0.7,0.9,0.7,0.7,0.8,0.7,0.7,0.8,0.7,0.8,0.7,1.7,0.7,0.7,0.7,1,1.7,0.7,1.7,0.8,0.7,0.7,0.8,0.7,0.7,0.7,0.9,61
Craig,Cathcart,DEF,WAT,4500000,0,31,1.12121251516632E-26,2.49158336703626E-33,6.88888888888889E-06,0,0,3,21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1162,0,0,0,183,Liverpool,Bournemouth,Brighton,Southampton,Man City,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2
Santiago,Cazorla,MID,ARS,7000000,0,38,8.589934592E-24,1.22713351314286E-30,5.42857142857143E-06,0,0,2,5,0,0,0,2,0,0,0,0,0,38,0,0,0,0,5,0,4,0,2,0,0,0,0,0,0,618,0,0,0,159,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8
Petr,Cech,GLK,ARS,5500000,0,134,3.52631578947368,6.41148325358852E-07,2.43636363636364E-05,0,0,2,37,0,115,0,0,0,0,0,0,0,134,0,0,0,0,2,0,12,0,0,5.7,0,1,0,0,0,3097,0,0,0,660,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,3.3,4.1,2.8,2.8,3.3,4,5,3,0,4.5,3.4,3.8,3.7,5,3.7,4.1,4.2,5,3.5,4.1,3.3,4,2.1,4.8,3.8,5,3.1,4.1,4.4,3.7,2.6,4.8,4.8,4.4,4.8,3,4.4,4.4,82
,Cedric,DEF,SOU,5000000,0,102,2.68421052631579,5.36842105263158E-07,2.04E-05,0,0,7,36,0,0,0,0,0,0,0,0,0,102,0,0,0,0,11,0,11,0,3,13.6,0,0,0,0,0,2515,0,0,0,584,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,3,3.3,3.3,2.5,2.8,2.5,2.8,3.8,2.7,3.3,3,1.8,3.8,2.2,1.3,3.2,2.1,2.2,3.8,2,1.9,3.3,1.9,2.5,3.8,2.2,2.3,2.4,3.3,3.3,2.5,2.8,2.6,2.7,1.6,1.8,3.3,2.7,139.6
Nacer,Chadli,MID,WBA,6000000,0,110,3.97849602155789E-26,6.63082670259649E-33,1.83333333333333E-05,0,0,2,32,0,0,0,5,0,0,0,0,0,110,0,0,0,0,8,0,6,0,6,0.9,0,0,0,0,0,2135,0,0,0,359,Bournemouth,Burnley,Stoke,Brighton,West Ham,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.7
Nathaniel,Chalobah,MID,WAT,4500000,0,12,8.68035495612632E-28,1.92896776802807E-34,2.66666666666667E-06,0,0,2,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2.3,0,0,0,0,0,167,0,0,0,54,Liverpool,Bournemouth,Brighton,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9
,Chamberlain,MID,ARS,6000000,0,83,6.00391217798737E-27,1.00065202966456E-33,1.38333333333333E-05,0,0,1,22,0,0,0,2,0,0,0,0,0,83,0,0,0,0,3,0,4,0,7,3.4,0,0,0,0,0,1564,0,0,0,393,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5
Calum,Chambers,DEF,ARS,5000000,0,83,6.00391217798737E-27,1.20078243559747E-33,1.66E-05,0,0,4,37,0,0,0,2,0,0,0,0,0,83,0,0,0,0,7,0,7,0,1,0.5,0,0,0,0,0,2250,0,0,0,499,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
,Chicharito,FWD,WHU,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4500000,0,19,1.37438953472E-27,3.05419896604445E-34,4.22222222222222E-06,0,0,2,18,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,699,0,0,0,136,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2
Eric Maxim,Choupo-Moting,MID,STK,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Everton,Arsenal,West Brom,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Christensen,DEF,CHE,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Burnley,Tottenham,Everton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4500000,0,38,2.74877906944E-27,6.10839793208889E-34,8.44444444444444E-06,0,0,3,15,0,0,0,1,0,0,0,0,0,38,0,0,0,0,3,0,2,0,1,0.4,0,0,0,0,0,1022,0,0,0,157,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3
Tom,Cleverley,MID,WAT,5000000,0,55,1.44736842105263,2.89473684210526E-07,1.1E-05,0,0,4,40,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,3,0,3,0.2,0,0,0,0,0,1848,0,0,0,294,Liverpool,Bournemouth,Brighton,Southampton,Man City,0.7,0.8,2.1,0.7,0.7,0.7,0.7,0.7,0.7,1,0.7,0.7,1.8,0.8,0.7,0.8,0.7,2.1,1.8,1,0.9,0.7,0.9,0.7,0.7,0.8,0.7,0.9,0.9,0.7,0.7,1,1.1,1.8,0.9,0.7,2.1,0.7,78.7
Nathaniel,Clyne,DEF,LIV,5500000,0,129,3.39473684210526,6.17224880382775E-07,2.34545454545455E-05,0,0,0,41,0,0,0,0,0,0,0,0,0,129,0,0,0,0,13,0,12,0,2,0.9,0,0,0,0,0,3323,0,0,0,735,Watford,Crystal Palace,Arsenal,Man City,Burnley,0,4.6,4.4,3.2,4.1,2.4,4.2,3.5,2.9,4.8,4,4.5,3.8,3.9,4.2,4.8,3.8,2,3.7,4.2,3.1,3.5,3.8,3.6,4.2,3.6,3.9,4.6,4.8,2.8,3.5,3.9,4.2,2.6,3.2,4.5,3.1,4.8,152.4
Jack,Colback,MID,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6500000,0,133,3.5,5.38461538461538E-07,2.04615384615385E-05,0,0,3,28,0,0,0,4,0,0,0,0,0,133,0,0,0,0,15,0,10,0,4,0.2,0,0,0,0,0,2316,0,0,0,548,Stoke,Man City,Chelsea,Tottenham,Man Utd,0,0,0,0,0,2.7,4.3,4.3,0,2.5,3.7,4.1,4.1,4.8,5,2.8,4.3,4.4,4,3.3,2.1,3.7,3.1,4,3.2,3.9,4.8,3,3.6,5,4.1,4,3.5,3.7,5,4.3,4.7,4.1,120.3
James,Collins,DEF,WHU,4500000,0,69,4.99120409977263E-27,1.10915646661614E-33,1.53333333333333E-05,0,0,3,29,0,0,0,2,0,0,0,0,0,69,0,0,0,0,7,0,6,0,0,0.3,0,0,0,0,0,1655,0,0,0,364,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6
Francis,Coquelin,MID,ARS,4500000,0,52,1.88074357382737E-26,4.17943016406082E-33,1.15555555555556E-05,0,0,5,27,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1,0,5,0,1,0.7,0,0,0,0,0,1779,0,0,0,303,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4
Jack,Cork,MID,BUR,4500000,0,50,1.31578947368421,2.92397660818713E-07,1.11111111111111E-05,0,0,7,51,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,3,0,1,0.4,0,2,0,0,0,2232,0,0,0,348,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.7,0.8,0.7,0.7,0.7,1.9,0.7,0.7,0.7,1.9,0.7,0.8,0.7,0.7,0.7,1,0.8,1.6,0.7,0.7,1.6,0.7,0.7,0.7,1.6,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,1.9,0.7,0.9,71.6
,Costa,FWD,CHE,10000000,0,196,5.15789473684211,5.1578947368421E-07,1.96E-05,0,0,10,30,0,0,0,20,0,0,0,0,0,196,0,0,1,0,25,0,14,0,11,1.8,0,0,0,0,0,3083,0,0,0,657,Burnley,Tottenham,Everton,Leicester,Arsenal,7.3,5.8,5.5,5.7,6.2,6.4,7.2,6,7.2,5.8,6.2,6.4,5.2,7.3,7.3,5.8,6.4,6.8,4.5,7.3,7.3,5.2,6.7,6.4,6.8,6.2,7.3,5.2,6.2,7,6.4,6.7,6.8,5.9,7.3,6.4,6.2,6.4,355
Thibaut,Courtois,GLK,CHE,5500000,0,141,3.71052631578947,6.74641148325359E-07,2.56363636363636E-05,0,0,1,28,0,69,0,0,0,0,0,0,0,141,0,0,0,0,0,0,16,0,0,17.8,0,0,0,0,0,3240,0,0,0,623,Burnley,Tottenham,Everton,Leicester,Arsenal,4.7,3.4,5.3,2.8,4.9,4.4,4.4,4.5,4,2.3,4,3.6,3.1,4.8,5.3,4.5,4.6,5.1,4.6,5.3,5.1,4.2,3.5,4.6,3,3.3,4.4,3.2,3.6,5.1,4,4.1,5.2,4.4,5.3,4.1,3.8,4.6,52
Philippe,Coutinho,MID,LIV,9000000,0,171,6.18475290624E-26,6.8719476736E-33,1.9E-05,0,0,2,27,0,0,0,13,0,0,0,0,0,171,0,0,0,0,21,0,8,0,8,7.4,0,0,0,0,0,2228,0,0,0,631,Watford,Crystal Palace,Arsenal,Man City,Burnley,0,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.5
