FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jamie,Murphy,MID,BHA,4800000,0,6,0.2,4.16666666666667E-08,1.25E-06,0,3056,0,4,0,0,0,0,0,1.3,140,-2,0,6,2,0,0,0,0,0,0,0,0,0.1,1097,0,0,0,0,166,67,0,0,25,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Glenn,Murray,FWD,BHA,5700000,6,26,3.3,5.78947368421053E-07,4.56140350877193E-06,0,32289,2,5,0,0,0,3,0,4.6,5257,-3,0,26,3,1.2,0,7,4,0,2,0,0,1.1,58273,0,0,0,1,393,29016,0,0,68,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.8,4.3,1.8,4.9,4.2,2.5,2.4,3.4,3.2,2.7,2.3,4.2,2.8,2.6,2.9,4,3.4,3,4.2,3.5,2.4,3.8,3.8,3.7,2.7,2.5,3.4,2.1,27.1
Ahmed,Musa,MID,LEI,6200000,0,0,0,0,0,0,23203,0,0,0,0,0,0,0,0,598,-3,1,0,3,0,0,0,0,0,0,0,0,0.4,2967,0,0,0,0,0,182,-1,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,2,0.0666666666666667,1.38888888888889E-08,4.16666666666667E-07,0,3436,0,0,0,0,0,0,0,0.4,168,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.1,1428,0,0,0,0,26,41,0,0,-2,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Shkodran,Mustafi,DEF,ARS,5300000,0,26,0.866666666666667,1.63522012578616E-07,4.90566037735849E-06,0,95524,0,1,0,0,0,0,0,4.9,3278,-2,0,26,2,0,0,0,0,0,4,0,0,1.1,42987,0,0,0,0,450,112,0,0,128,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0.5,0.4,0.7,0.5,0.4,0.4,0.6,0.7,0.7,0.4,0.4,0.4,1.3,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.7,0.4,0.6,0.4,24.6
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,37,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0333333333333333,8.33333333333333E-09,2.5E-07,0,57226,1,1,0,2,0,0,0,0.3,2838,0,0,1,0,0.1,0,0.3,0,0,0,0,0,3.6,37927,0,0,0,0,90,2548,0,0,7,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4800000,1,7,0.233333333333333,4.86111111111111E-08,1.45833333333333E-06,0,2704,0,5,0,0,0,0,0,1.5,96,-2,0,7,2,0.4,0,1.7,0,0,1,0,0,0,1030,0,0,0,0,166,63,0,0,13,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Kyle,Naughton,DEF,SWA,4600000,1,37,3.7,8.04347826086957E-07,8.04347826086956E-06,0,151791,1,12,0,0,0,0,0,8,9338,1,0,37,-1,0.6,0,2.7,4,0,4,0,1,5.7,331569,0,0,0,1,897,11556,0,0,194,Brighton,Burnley,Bournemouth,Chelsea,Stoke,4.5,4.2,4,4.5,4,4.6,2.8,3.2,5.1,3.2,5.4,3.4,3.6,4.5,4.6,3,4,4.3,4.6,4.2,3.5,2.8,4.3,3.4,3.2,3.1,4.1,3.8,34.6
Wilfred,Ndidi,MID,LEI,4900000,3,21,2.1,4.28571428571429E-07,4.28571428571429E-06,0,22550,2,14,0,0,0,0,0,4.3,1263,-1,0,21,1,0.5,0,2.3,0,0,3,0,0,0.4,15320,0,0,0,0,900,925,0,0,101,Stoke,Man City,West Ham,Tottenham,Burnley,1.1,1,1.2,1.3,1.8,1.1,1.3,2.2,1.6,1.4,1,2,1.4,1.2,1.7,1.9,1,1.7,2.1,1,2.3,1,2.2,1.2,1.5,1.2,2.2,1.1,28.2
Reiss,Nelson,MID,ARS,4900000,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,81,-1,0,0,1,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,29,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4029,0,0,0,0,0,4029,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,4900000,1,20,0.666666666666667,1.36054421768707E-07,4.08163265306122E-06,0,105577,1,4,0,0,0,3,0,4.1,18021,-1,0,20,1,0.5,0,2.3,3,0,0,0,0,2.2,201062,0,0,0,0,197,5848,0,0,67,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,28.6
Edward,Nketiah,FWD,ARS,5000000,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,201,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,1,0.0333333333333333,6.17283950617284E-09,1.85185185185185E-07,0,698,0,0,0,0,0,0,0,0.2,31,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,246,0,0,0,0,1,26,0,0,3,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Mark,Noble,MID,WHU,5400000,2,13,2.2,4.07407407407407E-07,2.40740740740741E-06,0,11372,0,11,0,0,0,0,0,2.4,339,-1,0,13,1,0.1,0,0.7,0,0,1,0,0,0.2,4526,0,0,0,0,461,86,0,0,90,Liverpool,Watford,Leicester,Everton,Man City,2.2,1.5,2.2,1.8,1.1,1.5,2.5,1.2,2.4,1.5,1.1,2.1,1.2,2.3,2.4,1.1,1.3,1.1,1.8,2,1.8,1.7,1.4,1.9,1.1,1.1,1.2,2.8,20.1
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,17361,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,1.1,9817,0,0,0,0,0,323,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,2,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,5000000,1,27,3.4,6.8E-07,5.4E-06,0,142573,1,10,0,0,0,0,0,5.4,5511,0,0,27,0,0.1,0,0.7,6,0,2,0,1,1.8,169580,0,0,0,0,586,488,0,0,130,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,3,3.3,3.1,4.4,5.1,2.8,2.2,3.7,2.9,3.6,4.6,2.9,4.5,2.2,2.2,3.6,3.3,4.6,4.3,3.6,3,4.2,3.1,1.9,4.5,2.5,3.6,3.8,22.4
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,0,0,59,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Obiang,MID,WHU,4500000,0,19,0.633333333333333,1.40740740740741E-07,4.22222222222222E-06,0,110790,1,9,0,0,0,1,0,4.2,6323,0,0,19,0,0.2,0,0.7,3,0,2,0,0,1.5,135454,0,0,0,1,419,454,0,0,103,Liverpool,Watford,Leicester,Everton,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,20.5
Angelo,Ogbonna,DEF,WHU,4400000,1,3,0.1,2.27272727272727E-08,6.81818181818182E-07,0,30815,1,15,0,0,0,0,0,0.7,987,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.7,9917,0,0,0,0,450,430,0,0,64,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
Stefano,Okaka,FWD,WAT,5300000,0,7,0.233333333333333,4.40251572327044E-08,1.32075471698113E-06,0,54248,0,3,0,0,0,1,0,1.3,1133,-2,0,7,2,0,0,0,1,0,0,0,0,0.4,43259,0,0,0,0,62,381,0,0,26,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.4
Shinji,Okazaki,FWD,LEI,5600000,1,32,4,7.14285714285714E-07,5.71428571428571E-06,0,286054,1,6,0,0,0,4,0,5.7,31897,1,0,32,-1,0.6,0,3.3,4,0,2,0,0,5.2,409785,0,0,0,0,449,9878,0,0,127,Stoke,Man City,West Ham,Tottenham,Burnley,4.4,4.1,3.3,3.7,4.6,3.1,3.8,6,4.6,4.9,2.8,5.1,3.6,4.3,4.5,4.1,3.2,5.6,5.5,3.6,5.5,3.7,5.3,3.3,4.1,4.4,5.3,3.2,42.4
Martin,Olsson,DEF,SWA,5000000,0,34,3.8,7.6E-07,6.8E-06,0,15413,0,9,0,0,0,0,0,6.8,2777,0,0,34,0,0.5,0,2.3,0,0,5,0,0,0.3,13245,0,0,0,0,806,61,0,0,156,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,4.4,4.1,4.6,4.2,4.8,2.9,3.3,5.3,3.4,5.6,3.6,3.7,4.6,4.8,3.2,4.2,4.4,4.7,4.3,3.6,2.9,4.4,3.6,3.4,3.3,4.2,4,20.7
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,20904,0,1,0,0,0,0,0,0.1,137,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1063,0,0,0,0,9,5,0,0,3,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oriol Romeu,MID,SOU,4400000,2,21,2.1,4.77272727272727E-07,4.77272727272727E-06,0,141462,3,10,0,0,0,0,0,4.8,8570,-1,0,21,1,0.5,0,2.3,0,0,4,0,0,3.1,78744,0,0,0,0,854,10936,0,0,151,Burnley,Liverpool,Everton,Man City,Bournemouth,1.4,1.1,2.2,1,1.8,1.9,1.6,1.8,1.6,1.4,1,1.8,1.8,1,1.3,1.4,1.6,1.5,1.4,1.4,2.2,1.5,1.1,1.1,1.5,1.7,2.1,1,40.9
David,Ospina,GLK,ARS,4900000,0,0,0,0,0,0,6462,0,0,0,0,0,0,0,0,330,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1060,0,0,0,0,0,20,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,0,55,5.5,9.32203389830508E-07,9.32203389830509E-06,0,304298,4,6,0,0,0,2,0,9.3,44963,4,0,55,-4,0.9,0,5.3,5,0,6,0,0,21.1,1037416,0,0,0,2,880,59655,0,0,245,Arsenal,Leicester,Huddersfield,Southampton,West Ham,8.1,5.2,6.8,6.6,8.1,4.8,6.5,6.6,7.3,6,6.8,6.5,5.5,7.8,7.9,7,6.5,5.1,6.2,6.7,7.8,5.5,6.7,7,5.8,6.6,8,7.4,41.1
Mesut,Ozil,MID,ARS,9300000,6,29,3.6,3.87096774193548E-07,3.11827956989247E-06,0,116493,1,12,0,0,0,1,0,3.1,11808,-2,0,29,2,0.7,0,6.7,4,0,1,0,2,2,74461,0,0,0,1,567,5270,0,0,151,Man City,Tottenham,Burnley,Huddersfield,Man Utd,1.8,3.6,2.1,4.8,4.1,2.3,2.1,5.1,4.8,2.2,1.8,3.7,2.5,5,3,5.4,1.9,2.9,1.8,3.2,2,4.3,3.9,1.9,5.1,1.8,4.4,2,73
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5292,0,0,0,0,0,1526,0,0,0,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasey,Palmer,MID,HUD,5300000,0,3,0.1,1.88679245283019E-08,5.66037735849057E-07,0,4056,2,0,0,0,0,0,0,0.6,44,-2,0,3,2,0,0,0,0,0,1,0,0,0,774,0,0,0,0,123,9,0,0,3,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,4249,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0.1,241,0,0,0,0,0,3,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,2,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,7900000,3,35,1.16666666666667,1.47679324894515E-07,4.43037974683544E-06,0,192740,0,4,0,0,0,2,0,4.4,20387,-1,0,35,1,0.7,0,5.3,2,0,3,0,2,2.4,155943,0,0,0,1,474,10777,0,0,104,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.9,0.6,0.6,39.8
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,3748,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1076,0,0,0,0,0,32,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3684,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,4,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5800000,0,13,0.433333333333333,7.47126436781609E-08,2.24137931034483E-06,0,9753,0,5,0,0,0,1,0,2.2,382,-2,0,13,2,0.5,0,3,0,0,0,0,0,0.1,2199,0,0,0,0,262,57,0,0,42,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.1
Ayoze,Perez,FWD,NEW,5400000,2,28,2.8,5.18518518518518E-07,5.18518518518519E-06,0,80944,1,8,0,0,0,1,0,5.2,6161,-1,0,28,1,0.7,0,4,2,0,3,0,1,1.2,71421,0,0,0,0,816,5290,0,0,77,Bournemouth,Man Utd,Watford,West Brom,Chelsea,3.5,1.4,2.6,1.9,1.8,3.2,3.9,1.4,1.7,2.5,3.3,2.4,2.5,1.6,2.8,2.6,2.8,2.3,1.4,2.5,1.6,3.2,1.7,3.5,2.5,3.4,2.7,2.1,47.5
Lucas,Perez,FWD,ARS,7400000,0,0,0,0,0,0,8356,0,0,0,0,0,0,0,0,89,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,429,0,0,0,0,0,5,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Phillips,MID,WBA,5700000,6,29,3.2,5.6140350877193E-07,5.08771929824561E-06,0,147385,0,5,0,0,0,1,0,5.1,3185,-3,0,29,3,0.4,0,2.3,0,0,4,0,2,0.9,66976,0,0,0,0,507,1392,0,0,87,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,2.3,2.7,2.2,4,4,3.3,1.6,3.1,2.3,4.5,4.2,2.4,3.2,3.3,1.6,2.9,2.7,3.8,2.8,3.8,2.8,3.4,3.6,1.6,3.7,2.2,2.7,2.5,34.4
Jordan,Pickford,GLK,EVE,4900000,1,26,2.6,5.30612244897959E-07,5.30612244897959E-06,0,240854,0,20,0,33,0,0,0,5.3,17654,-1,0,26,1,0.4,0,2,1,0,1,0,0,6.6,76378,0,0,0,0,900,1612,0,0,178,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,2.5,3,2.3,3.2,3.1,1.5,1.6,2,2.2,2.1,2,2.4,2.1,3.2,2.3,1.3,3.9,3,2.1,3.1,1.9,1.9,3.1,1.9,3,2,2.4,1.9,25.8
Jeremy,Pied,DEF,SOU,4300000,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,148,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1286,0,0,0,0,0,10,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Pieters,DEF,STK,4900000,6,19,1.9,3.87755102040816E-07,3.87755102040816E-06,0,31741,1,20,0,0,0,0,0,3.9,1078,-1,0,19,1,0.4,0,2,0,0,2,0,0,0.6,10419,0,0,0,0,898,1111,0,0,141,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,1.3,1.4,2.3,1.9,1.1,1.4,1.4,1.9,2,1.3,1.5,1.8,1,1.9,1.5,1.3,1.9,1,1.5,1.1,1.4,1,1.4,1.2,1.7,1,2.8,1.2,25.2
Paul,Pogba,MID,MUN,8000000,0,31,1.03333333333333,1.29166666666667E-07,3.875E-06,0,1605271,1,2,0,0,0,2,0,3.9,14492,0,0,31,0,0,0,0,2,0,3,0,3,8.5,855891,0,0,0,1,360,2374,0,0,100,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0.8,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.6,0.5,0.8,0.5,0.5,48.1
Nick,Pope,GLK,BUR,4500000,9,37,5.3,1.17777777777778E-06,8.22222222222222E-06,0,15893,1,5,0,34,0,0,0,8.2,3275,0,0,37,0,1.2,0,5.3,6,0,3,0,0,1.5,82184,0,0,0,1,594,18782,0,0,162,Southampton,Swansea,Arsenal,Bournemouth,Leicester,6.8,5.7,7.9,6.2,4.7,6.5,7,6.5,6.4,4.4,6.3,7.8,6.3,6.6,5.5,5.5,6,6.5,6.4,6.1,6,6.4,7.9,6.4,6.1,7.7,4.6,7.1,22.9
Sebastian,Prodl,DEF,WAT,4400000,0,12,0.4,9.09090909090909E-08,2.72727272727273E-06,0,23592,0,0,0,0,0,0,0,2.7,711,-1,0,12,1,0,0,0,0,0,2,0,0,0.2,7037,0,0,0,0,180,41,0,0,48,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,5.3
Davy,Propper,MID,BHA,5400000,2,26,2.6,4.81481481481482E-07,4.81481481481482E-06,0,8719,1,11,0,0,0,0,0,4.8,525,-1,0,26,1,0.6,0,3.3,1,0,3,0,1,0.1,5700,0,0,0,0,900,263,0,0,146,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.5,2.4,1.3,2.9,2.7,1.7,1.6,2.4,1.6,2,1.6,2.8,1.5,1.9,2,3,1.7,2.6,3.1,2.5,1.3,2.7,2.7,1.8,1.9,1.8,2.2,1.3,31.8
Marc,Pugh,MID,BOU,4800000,1,8,0.266666666666667,5.55555555555556E-08,1.66666666666667E-06,0,4205,1,4,0,0,0,0,0,1.7,194,-2,0,8,2,0.1,0,0.7,0,0,1,0,0,0.1,1422,0,0,0,0,263,80,0,0,22,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,18.2
Jason,Puncheon,MID,CRY,4700000,0,10,1.3,2.76595744680851E-07,2.12765957446809E-06,0,51360,4,14,0,0,0,0,0,2.1,2134,-3,0,10,3,0.1,0,0.3,0,0,0,0,0,0.5,11072,0,0,0,0,549,245,0,0,36,Tottenham,Everton,Stoke,Brighton,West Brom,0.6,1.3,0.8,0.6,0.6,1,0.6,0.6,0.8,1.1,0.6,0.6,0.8,0.6,0.6,1.1,0.8,0.6,0.7,0.6,0.6,0.9,0.6,0.8,0.6,1,0.6,0.9,24.2
Collin,Quaner,FWD,HUD,4500000,0,7,0.233333333333333,5.18518518518518E-08,1.55555555555556E-06,0,235224,0,0,0,0,0,0,0,1.6,8844,0,0,7,0,0,0,0,0,0,0,0,1,3.5,196950,0,0,0,0,57,11948,0,0,21,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,2917,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12835,0,0,0,0,0,633,0,0,0,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsey,MID,ARS,7000000,9,48,5.3,7.57142857142857E-07,6.85714285714286E-06,0,260567,0,6,0,0,0,3,0,6.9,20617,0,0,48,0,1,0,7,4,0,4,0,3,5.4,425061,0,0,0,1,674,46161,0,0,178,Man City,Tottenham,Burnley,Huddersfield,Man Utd,2.6,6.3,3.9,7.9,7,4.4,3.9,8,7.9,4.1,3.5,6.4,4.6,8,5.5,8,3.7,5.3,3.3,5.8,3.8,7.3,6.7,3.6,8,2.6,7.4,3.8,77.7
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,5,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0333333333333333,8.54700854700855E-09,2.56410256410256E-07,0,465018,0,0,0,0,0,0,0,0.3,31335,-1,0,1,1,0,0,0,0,0,0,0,0,11.8,177887,0,0,0,0,2,5224,0,0,3,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
